下,down; below,14,1,15,2.7,4,2,2025-08-07
中,middle; center,14,1,15,2.7,4,2,2025-08-07
左,left,13,2,15,2.7,4,2,2025-08-07
右,right,17,1,18,2.7,4,2,2025-08-07
前,front,16,2,18,2.7,4,2,2025-08-07
后,back; behind,17,1,18,2.7,4,2,2025-08-07
刀,knife,5,1,6,1.8,1,0,2025-08-07
力,power; strength,5,1,6,2.7,4,2,2025-08-07
糸,thread; silk,10,3,13,2.6,1,1,2025-08-07
草,grass; plant,14,1,15,2.6,1,1,2025-08-07
竹,bamboo,11,2,13,2.6,1,1,2025-08-07
金,metal; gold,6,0,6,2.6,1,1,2025-08-07
子,child,9,4,13,2.6,1,1,2025-08-07
男,man; male,11,1,12,2.6,1,1,2025-08-07
米,rice; food,9,3,12,2.6,1,1,2025-08-07
内,inside; in,16,2,18,2.7,4,2,2025-08-07
外,outside; out,14,4,18,2.7,4,2,2025-08-07
东,east,17,1,18,2.7,4,2,2025-08-07
西,west,16,3,19,2.7,4,2,2025-08-07
南,south,16,2,18,2.7,4,2,2025-08-07
北,north,16,2,18,2.7,4,2,2025-08-07
门,door; gate,17,1,18,2.7,4,2,2025-08-07
跑,run,14,1,15,2.7,4,2,2025-08-07
学,learn,20,2,22,2.5,0,0,1970-01-01
教,teach,22,0,22,2.5,0,0,1970-01-01
